214027,"Progettazione dinamica"
214030,"Fiamma del sapere"
214033,"Simbolo delle orde"
214034,"Rimpianto e pentimento"
214035,"Difesa della città"
204106,"Segreto del successo"
204107,"Investimento sicuro"
204113,"Minaccia glaciale"
214130,"Illuminare il creato"
214135,"Creazioni del passato"
214230,"Dentro l'abisso"
214330,"Zero assoluto"
214430,"Frutto della terra"
214530,"Venti irrequieti"
290002,"Salva i crostacei - Parte due"
290003,"Salva i crostacei - E tre"
290004,"Salva i crostacei - La vendetta"
290005,"Salva i crostacei - Di nuovo"
290006,"Salva i crostacei - Neo"
290007,"Salva i crostacei - Il ritorno"
290008,"Salva i crostacei - Il riritorno"
290009,"Salva i crostacei - Nuova alba"
290010,"Salva i crostacei - Le cronache"
290011,"Salva i crostacei - Le origini"
290012,"Salva i crostacei - Eccetera"
290013,"Salva i crostacei - Ancora?"
290014,"Salva i crostacei - L'ascesa"
290015,"Salva i crostacei - Finale"
212630,"Corona scivolosa"
214630,"Melma dopo melma"
205000,"Ma Siero come fa?"
205001,"Appunti di ricerca astrale"
205002,"La leggenda attende"
290101,"Pazzesco! Crostacei neri?!"
290102,"Avanti! Inseguite i crostacei neri!"
290103,"Panico! Dei crostacei neri?"
290104,"Shock! Crostacei neri avvistati!"
290105,"Finale! Onore ai crostacei neri!"
220001,"Divinità primordiali reincarnate"
220002,"Misticità a luccichii"
220003,"A caccia di gemme di Aquila"
220004,"Slancio demoniaco"
220005,"Verso le Profondità di Sephira"
220101,"Indagine sul varco nell'aria"
220102,"Indagine sul varco nell'aria II"
230001,"Ordalia: smeraldo e scarlatto"
230002,"Ordalia: oro e ceruleo"
230003,"Ordalia: fato inevitabile"
230004,"Mazurca bellica"
220111,"Diceria d'argento"
220112,"Diceria dorata"
240121,"Sulle tracce di tre stelle rosse"
230301,"Uno! Per una nuova ascensione"
230302,"Due! Per un'ulteriore ascensione"
230303,"Tre! Per un'ascensione prodigiosa"
220301,"Un'altra occasione di risveglio"
220302,"Emozioni risvegliate"
220303,"Verso un domani risvegliato"
230311,"Uno! Verso un termine lontano"
230312,"Due! Verso un termine illuminato"
230313,"Tre! Verso un termine supremo"
220311,"Sorpasso del Terminus"
220312,"Una parola Terminus di troppo"
220313,"Le possibilità oltre il Terminus"
230321,"Conta fino a dieci e trascendi"
230391,"Al di là di ogni limite"
230401,"Tutti lo vogliono, tutti lo cercano"
230411,"Azione preventiva"
220401,"Gli scarti del varco nell'aria"
230402,"Pescato furioso"
220411,"Premio ambito"
300000,"Ti proteggo io"
300002,"La famiglia è tutto"
300003,"Non è ancora finita"
300004,"È solo una fase"
300005,"Parole non dette"
300006,"Ospiti imprevisti"
300007,"Un caldo abbraccio"
300008,"Ludwin e Hans"
300009,"Vane lo scudiero"
300010,"La scintilla del cambiamento"
300011,"Le forze armate di Seminalia"
300012,"Un subdolo aristocratico"
300013,"La migliore zona di pesca"
300014,"Il sentiero di Narmaya"
300015,"Un uomo, un esercito"
300016,"Un dono modesto"
300017,"Colei che anela la morte"
300018,"Il dolore dell'artista"
300019,"Affrontare il passato"
300021,"Vento"
300022,"Bomba a orologeria"
300023,"Drago travestito da agnello"
300024,"Elegia dei Lupi"
300025,"Bugie belle e buone"
300026,"Detective solitaria"
300027,"Missione d'infiltrazione"
300028,"Nota stonata"
300029,"Una storia iniziata secoli or sono"
301000,"Sempre avanti"
301002,"Uova di spettrorapace"
301003,"Il momento della disciplina"
301004,"Cambiare idea"
301005,"Finché abbiamo fiato in corpo"
301006,"Cristallo della fortificazione"
301007,"In cerca di felicità"
301008,"Imparare insieme"
301009,"Cavaliere perduto"
301010,"La prova più dura"
301011,"Un aiuto dall'ombra"
301012,"La trappola di Brodin"
301013,"Il verdetto del voto"
301014,"Qualcosa di grande"
301015,"Un duello epocale"
301016,"Ebano e cremisi"
301017,"Vestigia"
301018,"Bisticci tra fratelli"
301019,"Resa dei conti"
301021,"Illusione"
301022,"Giusta esecuzione"
301023,"Scontro tra titani"
301024,"Devozione assoluta"
301025,"Vendetta travagliata"
301026,"A tu per tu con il Velo di Lama"
301027,"La vera luce del tuono"
301028,"Ai confini di un mondo di speranza"
301029,"Il futuro che ci attende"
401301,"Garantire la sicurezza"
401303,"In pensiero per papà"
401305,"Fumo negli occhi"
401306,"Morte al capo dei goblin"
401310,"Respingi le orde di goblin"
401311,"Una città da salvare"
401315,"Proteggere i boschi"
401316,"Preghiere accorate"
402301,"Tutta colpa di Rilla"
402302,"Golemologia vol. I: golem del deserto"
402304,"In prima linea"
402306,"Verdeggiante visione"
402308,"Spedizione vulcanica"
402309,"La saga continua: fuoco"
402310,"Dagger combinaguai"
402312,"La saga continua: ghiaccio"
402313,"Saga epica: inizio"
402314,"Ordine nella valle"
402315,"Sguardo penetrante"
402316,"Pericolo volante nella foresta"
403201,"Una montagna di muscoli"
403202,"Un mostro di eleganza"
403301,"Dominio dei cieli"
403302,"Spremuta di goblin"
403303,"Rinfoltire le fila"
403307,"Questione di rispetto"
403308,"Corsa all'oro"
403309,"Occhio alla torre"
403311,"Visione fiammeggiante"
403312,"Grifone alla cacciatora"
404101,"Ali di antichità"
404204,"Oscure presenze"
404309,"Smaltire gli avanzi"
404310,"Visione mortale"
404311,"Riaccendere l'entusiasmo"
404313,"Golemologia vol. II: golem vulcanici"
404315,"Guai in vista"
404316,"Incubo ad alta quota"
404317,"Accesso vietato!"
405101,"Pronti a tutto"
405309,"Formazione d'attacco"
405310,"Goblin in fiamme"
405311,"Fare luce sul pilastro"
405201,"Saga illustrata: inizio"
405202,"Il passato insegna"
405203,"Saga illustrata: inferno"
405205,"Indagare l'ignoto"
405206,"Indagine sui generali: Gallanza"
405207,"Indagine sui generali: Maglielle"
405208,"Indagine sui generali: Id"
405302,"Ali di conflagrazione"
405303,"Ali di smottamento"
405304,"Ali della tempesta"
405305,"Ali di brina"
405308,"Sguardo nell'ombra"
406101,"Un fatidico ritorno"
406323,"Visione cromatica"
406324,"Orde vendicative"
406325,"Macchina della fede"
406327,"Terreno sacro"
406330,"La saga continua: terra"
406331,"La saga continua: vento"
406332,"Saga illustrata: cristallo"
406333,"Saga illustrata: fuoco infernale"
406334,"La saga continua: argento"
406335,"Saga illustrata: velo"
406337,"Il solito Id"
406338,"Saga epica: lieto fine"
406351,"Trespolo di spade"
406352,"Ordini del boss"
406353,"Conosci il tuo nemico"
406354,"Serenità in vetta"
406355,"Golemologia vol. III: golem silvani"
406356,"Evoluzione della specie"
406357,"Morte, tasse e goblin"
406358,"Occhi puntati sull'altare"
406359,"Caos nel deserto"
406360,"Fosca visione"
406361,"Melma fino al collo"
406365,"L'acciaio va servito freddo"
406366,"Rivalità rovente"
406364,"Sostegno al commercio"
407101,"Ultimo rapporto"
407301,"Prova ardente"
407302,"Prova terrena"
407303,"Prova tempestosa"
407304,"Prova gelida"
407305,"Una vacanza da dimenticare"
407306,"Barriere commerciali"
407307,"Un calderone di ostilità"
407308,"Banchetto di ghiaccio e corpi"
407309,"Per la libertà di Folca"
407310,"Missione di fuoco e terra"
407311,"Missione di gelo e tempesta"
407312,"Il lupo e il Velo"
407313,"Calamità incarnata"
407314,"Feroce quanto il Lupo Argenteo"
407315,"Ricordi di fuoco"
407316,"Tuoni e fulmini"
407317,"Nell'abisso"
407318,"La furia di Bahamut"
407319,"Il divinautoma colpisce ancora"
407320,"Visione finale"
407321,"Zero"
407322,"Scontro frontale"
407323,"Incubo dello spadaccino"
407324,"Spettacolo di forza e magia"
407325,""Volontari" di Zathba"
408301,"L'ordalia dei due Eterni"
408305,"Ali mastodontiche"
408311,"Uno sguardo che divora"
409303,"Abbandona ogni speranza"
408308,"Valle degli incubi"
408314,"Pellegrini dei sogni infranti"
408313,"Lanciere infallibile"
408315,"Lady delle lame"
408310,"La via del guerriero demoniaco"
409302,"Bestia terrestre"
409305,"Bestia del gelo"
409317,"Possibile prosperità"
409314,"Possibile reclusione"
409319,"Possibile terrore"
409313,"Bestia infuocata"
409308,"L'orda mostruosa"
409320,"Lucori distanti"
408312,"Furia infernale"
409312,"Pericolo scarlatto e smeraldino"
409307,"Desolazione cerulea e dorata"
409315,"L'adunata dei draghi"
40A305,"Fulmine bianco"
409309,"Balenio fiammante di Sephira"
40A304,"La scia dei fuochi fatui"
40A303,"Spada del crepuscolo"
40A302,"La dura legge della sopravvivenza"
40A306,"Fiamme oscure"
40A320,"Un ruggito che sovverte i cieli"
40A311,"Bagliore lunare"
40A301,"Ordine del nuovo mondo"
40A308,"L'Eterno perde il pelo..."
40A312,"Mazurca bellica"
40A309,"Lampi d'oro su scaglie di tenebra"
40A314,"Lunga vita al re dei re"
40A321,"Ira sacra nel campo di battaglia"
40A313,"Ode alla stella del mattino"
40A316,"Cielo indimenticabile"
408302,"Fuori dal ring!"
408306,"Eco di cenere e acciaio"
409311,"Rancore viscido"
40A307,"Prelibatezze vulcaniche"
40A310,"Connubio roccioso"
40A322,"Verità o mera leggenda?"
40A323,"Nemici giurati"
40A324,"Prosperità inquieta"
40A325,"Reclusione rancorosa"
40A326,"Cronache dei quattro elementi"
40A327,"Amore per le creazioni distanti"
40A328,"Il divinautoma sfrenato"
40A329,"Impulso primordiale"
40A330,"Orgoglio delle stelle polari"
40B301,"Criticità mondiale"
40B314,"Criticità caotica"
40B313,"Criticità apocalittica"
40B309,"Criticità violacea"
40B316,"Criticità della legge suprema"
4FE500,"Morte al capo dei goblin"
401317,"Respingi le orde di goblin"
401318,"In pensiero per papà"
402317,"Golemologia vol. I: golem del deserto"
403313,"Ali di antichità"
500000,In Town (Folca)
500A00,In Town (Folca)
501003,In Town (Seedhollow)
5F0001,On Grandcypher
601000,Practice Mode
602000,Score Attack
603000,Time Attack
604000,Battle Tutorial
710000,Days of Our Zegagrande - The Automagod Strikes Back
710001,Days of Our Zegagrande - The Final Vision
720018,On Grandcypher
730420, Seedhollow (Back Alley)
